"tool","label","tp_alignment","fp_alignment","fn_alignment","accuracy","avg_f1_all","avg_precision_alignment","avg_recall_alignment","avg_rouge1_recall_alignment","avg_rouge2_recall_alignment","avg_rouge3_recall_alignment","avg_bleu_score_alignment","avg_lev_ratio_non_zero","avg_lev_ratio_alignment","false_discovery_rate","miss_rate","alignment_error_rate"
"pdfact","abstract","17","820","84","0.018458197611292082","0.03624733475479744","0.02031063321385902","0.16831683168316833","0.018136641093872582","0.018009692015165404","0.017880802812394486","0.016736059819675887","0.9613943686803895","0.017745607239486018","0.9796893667861409","0.8316831683168316","0.9815418023887079"
"pdfact","affiliation","0","0","403","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"pdfact","author","0","0","333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"pdfact","caption","624","108","253","0.6335025380710659","0.7756370416407706","0.8524590163934426","0.7115165336374002","0.5062494792864284","0.47549794757464287","0.4462100229824772","0.4524078071540407","0.9338684384214299","0.5913705960777165","0.14754098360655737","0.28848346636259975","0.366497461928934"
"pdfact","email","0","0","192","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"pdfact","equation","0","0","2936","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"pdfact","footer","174","1169","163","0.1155378486055777","0.20714285714285713","0.12956068503350707","0.516320474777448","0.09259328052212495","0.08857807787256389","0.08467007750393944","0.08523020487526217","0.9583827246348262","0.11072947814505961","0.870439314966493","0.4836795252225519","0.8844621513944223"
"pdfact","header","142","270","17","0.331002331002331","0.4973730297723293","0.3446601941747573","0.8930817610062893","0.2738556897647807","0.25325970325970326","0.24158249158249157","0.2394414190965006","0.9553489517869197","0.31622272996210393","0.6553398058252428","0.1069182389937107","0.668997668997669"
"pdfact","keyword","0","0","247","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"pdfact","list","0","0","244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"pdfact","pub_date","0","0","27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"pdfact","reference","1740","338","2078","0.41867179980750724","0.5902306648575306","0.8373435996150145","0.4557359874279728","0.3999502645103455","0.39162910820295704","0.38470397381114874","0.3853881614606975","0.9841026732145461","0.41201603739011317","0.16265640038498555","0.5442640125720273","0.5813282001924928"
"pdfact","section","1101","2895","422","0.24920778632865548","0.3989853234281573","0.2755255255255255","0.7229152987524623","0.24546027825326416","0.24386702277150446","0.24294360241877574","0.24286474639032776","0.9966591097182671","0.24837521045717792","0.7244744744744744","0.27708470124753776","0.7507922136713445"
"pdfact","table","0","0","253","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"pdfact","title","85","7","15","0.794392523364486","0.8854166666666666","0.9239130434782609","0.85","0.7784567457464654","0.7718169680786503","0.7606017035923578","0.7342383444845504","0.9764336494969726","0.7756715907218942","0.07608695652173914","0.15","0.205607476635514"
