"tool","label","tp_alignment","fp_alignment","fn_alignment","accuracy","avg_f1_all","avg_precision_alignment","avg_recall_alignment","avg_rouge1_recall_alignment","avg_rouge2_recall_alignment","avg_rouge3_recall_alignment","avg_bleu_score_alignment","avg_lev_ratio_non_zero","avg_lev_ratio_alignment","false_discovery_rate","miss_rate","alignment_error_rate"
"nougat","abstract","0","0","101","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"nougat","affiliation","0","0","403","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"nougat","author","0","0","333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"nougat","caption","0","0","877","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"nougat","email","0","0","192","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"nougat","equation","2291","1873","645","0.4763984196298606","0.6453521126760563","0.5501921229586936","0.7803133514986376","0.22259243966820652","0.12255426470439121","0.08108934057869445","0.08793636714949249","0.8786490666098392","0.4185127289394723","0.4498078770413064","0.2196866485013624","0.5236015803701394"
"nougat","footer","165","341","172","0.24336283185840712","0.39145907473309605","0.32608695652173914","0.48961424332344217","0.23256176061915956","0.2266456364617439","0.22205936420185185","0.21996471728872877","0.9845439416931842","0.2396014017394917","0.6739130434782609","0.5103857566765578","0.7566371681415929"
"nougat","header","0","0","159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"nougat","keyword","0","0","247","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"nougat","list","0","0","244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"nougat","pub_date","0","0","27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"nougat","reference","3478","282","340","0.8482926829268292","0.9179202955925047","0.925","0.9109481403876375","0.7138469584144584","0.6486388816863631","0.5965630321298808","0.6176643257176339","0.9494778914362013","0.80537429963992","0.075","0.08905185961236249","0.15170731707317073"
"nougat","section","1369","244","154","0.7747594793435201","0.8730867346938775","0.8487290762554247","0.8988837820091924","0.7418940127344201","0.7308869273215624","0.7254116269820854","0.719260667764059","0.9895135041358226","0.766634967267652","0.15127092374457532","0.10111621799080761","0.2252405206564799"
"nougat","table","150","14","103","0.5617977528089888","0.7194244604316546","0.9146341463414634","0.5928853754940712","0.44319484536315024","0.37999190330062604","0.3358618696501285","0.3477330425017127","0.9336846269857944","0.5245419252729182","0.08536585365853659","0.40711462450592883","0.43820224719101125"
"nougat","title","75","3","25","0.7281553398058253","0.8426966292134831","0.9615384615384617","0.75","0.7128674723334917","0.7047766149707898","0.6935078944787683","0.6677684152852328","0.9786467106255953","0.7126068281254334","0.038461538461538464","0.25","0.27184466019417475"
