"tool","label","tp_alignment","fp_alignment","fn_alignment","accuracy","avg_f1_all","avg_precision_alignment","avg_recall_alignment","avg_rouge1_recall_alignment","avg_rouge2_recall_alignment","avg_rouge3_recall_alignment","avg_bleu_score_alignment","avg_lev_ratio_non_zero","avg_lev_ratio_alignment","false_discovery_rate","miss_rate","alignment_error_rate"
"grobid","abstract","93","2","8","0.9029126213592233","0.9489795918367347","0.9789473684210527","0.9207920792079208","0.8784422287939112","0.8664330513273277","0.8567816214883269","0.8497027286603238","0.9863319979877787","0.8905716098336255","0.021052631578947368","0.07920792079207921","0.0970873786407767"
"grobid","affiliation","291","69","112","0.6165254237288136","0.7627785058977721","0.8083333333333333","0.7220843672456576","0.3311469282736937","0.22147743084979074","0.15491246072229667","0.1675280542821884","0.9464118842886823","0.5834869879830648","0.19166666666666668","0.27791563275434245","0.3834745762711864"
"grobid","author","319","42","14","0.8506666666666667","0.9193083573487031","0.8836565096952909","0.957957957957958","0.784","0.6955555555555555","0.6906666666666667","0.7109477242847355","0.9890952316795303","0.8413903437487205","0.11634349030470914","0.042042042042042045","0.14933333333333335"
"grobid","caption","532","302","345","0.4512298558100085","0.6218585622443016","0.6378896882494005","0.6066134549600912","0.3927224610214479","0.37283460186078443","0.3548915873911358","0.3574433779735851","0.9640168635679209","0.43476925746782535","0.36211031175059955","0.3933865450399088","0.5487701441899915"
"grobid","email","107","2","85","0.5515463917525774","0.7109634551495017","0.9816513761467889","0.5572916666666666","0.4948453608247423","0.4948453608247423","0.4948453608247423","0.4948453608247423","0.9937251317107898","0.5480855107889407","0.01834862385321101","0.4427083333333333","0.4484536082474227"
"grobid","equation","1517","2210","1419","0.2947920715118538","0.4553504427435089","0.40702978266702444","0.5166893732970027","0.09103063160352952","0.03920171507154951","0.020799664727642986","0.028680277415417822","0.803726716169299","0.23683147976058688","0.5929702173329756","0.4833106267029973","0.7052079284881462"
"grobid","footer","159","35","178","0.42741935483870963","0.5988700564971752","0.8195876288659795","0.4718100890207715","0.3852489379114977","0.368802290361322","0.35324644038817915","0.3577306731780811","0.9847657631128358","0.42090794713693785","0.18041237113402062","0.5281899109792285","0.5725806451612904"
"grobid","header","0","0","159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"grobid","keyword","218","49","29","0.7364864864864865","0.8482490272373542","0.8164794007490637","0.8825910931174089","0.7218468468468469","0.7105855855855856","0.7072072072072072","0.7095739489944567","0.994103515927409","0.7321438056492404","0.18352059925093633","0.11740890688259109","0.2635135135135135"
"grobid","list","0","0","244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"grobid","pub_date","22","1","5","0.7857142857142857","0.8800000000000001","0.9565217391304348","0.8148148148148148","0.7738095238095238","0.7678571428571429","0.7678571428571429","0.7618599548200747","0.9878787878787879","0.7761904761904762","0.043478260869565216","0.18518518518518517","0.21428571428571427"
"grobid","reference","3701","230","117","0.9142786561264822","0.9552200283907601","0.9414907148308318","0.9693556836039812","0.8444021757177205","0.7963291537036645","0.7558716508322595","0.7688170981997995","0.9860935909040996","0.9015643231067373","0.05850928516916815","0.030644316396018858","0.08572134387351779"
"grobid","section","1093","976","430","0.43737494997999204","0.6085746102449889","0.5282745287578541","0.7176625082074852","0.425233533832763","0.42061484045277564","0.4174716104929367","0.41521316472556397","0.9926458143237251","0.4341584133876877","0.471725471242146","0.28233749179251477","0.562625050020008"
"grobid","table","81","44","172","0.2727272727272727","0.42857142857142855","0.648","0.3201581027667984","0.2445987036623907","0.22263816006326687","0.20723489684894508","0.20476676299134314","0.9305442129162907","0.25378478534080656","0.352","0.6798418972332015","0.7272727272727273"
"grobid","title","96","2","4","0.9411764705882353","0.9696969696969697","0.979591836734694","0.96","0.9134156981042795","0.8973262032085562","0.8859687697922992","0.8874342716265624","0.9937307098135294","0.9352759621774394","0.02040816326530612","0.04","0.058823529411764705"
