"tool","label","tp_alignment","fp_alignment","fn_alignment","accuracy","avg_f1_all","avg_precision_alignment","avg_recall_alignment","avg_rouge1_recall_alignment","avg_rouge2_recall_alignment","avg_rouge3_recall_alignment","avg_bleu_score_alignment","avg_lev_ratio_non_zero","avg_lev_ratio_alignment","false_discovery_rate","miss_rate","alignment_error_rate"
"docling","abstract","0","0","101","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"docling","affiliation","0","0","404","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"docling","author","0","0","333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"docling","caption","701","153","176","0.6805825242718446","0.8099364529173888","0.8208430913348946","0.7993158494868872","0.5459466168804376","0.5184057730660069","0.49305666296428036","0.49966087681435173","0.9518643198025676","0.647577693069706","0.1791569086651054","0.2006841505131129","0.3194174757281553"
"docling","email","0","0","190","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"docling","equation","2428","1025","893","0.5586746433502071","0.7168585769117214","0.703156675354764","0.7311050888286661","0.132422435969489","0.06188131914975885","0.03462297822834032","0.04686349287926329","0.7824368505415422","0.43717488541454563","0.29684332464523605","0.26889491117133396","0.4413253566497929"
"docling","footer","281","1455","63","0.15619788771539744","0.27019230769230773","0.16186635944700462","0.8168604651162791","0.12317138714775316","0.11754043652305475","0.11214342020354179","0.10740147288952213","0.9692718418998405","0.15139821432676775","0.8381336405529954","0.18313953488372092","0.8438021122846026"
"docling","header","157","387","13","0.28186714542190305","0.43977591036414565","0.28860294117647056","0.9235294117647058","0.2627019748653501","0.2572311988829044","0.254787552363854","0.24768518771683987","0.9681490476001052","0.27288940838997583","0.7113970588235294","0.07647058823529412","0.718132854578097"
"docling","keyword","0","0","250","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"docling","list","26","2130","218","0.010951979780960408","0.021666666666666667","0.012059369202226345","0.10655737704918032","0.007995156955343119","0.007231079264871408","0.006739400713122395","0.004578205634498723","0.762847760628492","0.008354693250354168","0.9879406307977736","0.8934426229508197","0.9890480202190396"
"docling","pub_date","0","0","29","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"docling","reference","2565","99","1253","0.6548378861373501","0.7914224004936748","0.9628378378378378","0.6718177056050288","0.5682437349633751","0.531446740929232","0.5042931807472697","0.5167406929547089","0.9855519256026927","0.6453767396402621","0.037162162162162164","0.3281822943949712","0.34516211386265"
"docling","section","1313","464","214","0.6594676042189854","0.7947941888619856","0.7388857625211029","0.8598559266535691","0.633048472861447","0.6273651469909632","0.6239938498526055","0.6211080479941327","0.9917663936783739","0.6540378075839804","0.261114237478897","0.14014407334643092","0.3405323957810146"
"docling","table","192","73","61","0.5889570552147239","0.7413127413127414","0.7245283018867924","0.758893280632411","0.47735680621002985","0.4299573838886057","0.40348498055746396","0.417258914161315","0.955482930772492","0.5627384132157008","0.27547169811320754","0.24110671936758893","0.4110429447852761"
"docling","title","89","12","12","0.7876106194690266","0.8811881188118812","0.8811881188118812","0.8811881188118812","0.7559295547127406","0.7493162138919557","0.7409924146649811","0.734941652658276","0.9924034636714618","0.7816275067854876","0.1188118811881188","0.1188118811881188","0.21238938053097345"
